elev_bins,counts_1,counts_2,counts_3,counts_4,counts_5,counts_6,counts_all,counts_strong,counts_weak
-60.10000000000008,67.236328125,81.44921875,191.5234375,513.6630859375,71.15625,99.951171875,1024.9794921875,329.916015625,695.0634765625
-60.09000000000008,74.44921875,72.1923828125,206.6982421875,401.376953125,57.6962890625,73.427734375,885.8408203125,338.84375,546.9970703125
-60.080000000000084,41.6181640625,59.994140625,206.4453125,510.0009765625,59.6103515625,92.384765625,970.0537109375,307.673828125,662.3798828125
-60.070000000000086,50.310546875,68.3876953125,173.67578125,584.9970703125,63.9287109375,99.724609375,1041.0244140625,287.9150390625,753.109375
-60.06000000000009,45.9482421875,72.4140625,190.7822265625,478.8115234375,49.2333984375,74.7060546875,911.8955078125,285.9638671875,625.931640625
-60.05000000000009,54.654296875,119.8232421875,187.8515625,464.1904296875,69.9365234375,85.2265625,981.6826171875,312.4423828125,669.240234375
-60.04000000000009,57.1787109375,54.6962890625,222.6591796875,463.587890625,46.5654296875,78.6328125,923.3203125,326.4033203125,596.9169921875
-60.03000000000009,74.4453125,109.2158203125,216.1015625,532.9365234375,57.431640625,102.53125,1092.662109375,347.978515625,744.68359375
-60.020000000000095,38.6923828125,48.3310546875,170.1025390625,554.41015625,54.8486328125,104.1650390625,970.5498046875,263.6435546875,706.90625
-60.0100000000001,53.626953125,68.935546875,179.34375,494.0322265625,72.81211261006592,71.4150390625,940.1656282350659,305.7828157350659,634.3828125
-60.0000000000001,64.490234375,77.732421875,227.9521484375,514.7890625,69.3330078125,92.4306640625,1046.7275390625,361.775390625,684.9521484375
-59.9900000000001,65.6201171875,86.521484375,194.2998046875,415.357421875,62.2275390625,83.11328125,907.1396484375,322.1474609375,584.9921875
-59.9800000000001,58.279296875,39.5478515625,220.2802734375,551.625,63.45703125,76.2099609375,1009.3994140625,342.0166015625,667.3828125
-59.970000000000105,50.6279296875,118.3603515625,168.6611328125,580.1328125,81.8330078125,81.98046875,1081.595703125,301.1220703125,780.4736328125
-59.96000000000011,41.8251953125,121.0947265625,178.8759765625,467.701171875,64.5244140625,111.5126953125,985.5341796875,285.2255859375,700.30859375
-59.95000000000011,45.7861328125,41.6875,163.73046875,546.28515625,49.9970703125,119.607421875,967.09375,259.513671875,707.580078125
-59.94000000000011,58.0234375,90.525390625,208.013671875,533.1240234375,49.13671875,88.205078125,1027.0283203125,315.173828125,711.8544921875
-59.93000000000011,58.5439453125,79.4365234375,215.72265625,577.9814453125,68.623046875,102.5537109375,1102.861328125,342.8896484375,759.9716796875
-59.920000000000115,47.544921875,59.7119140625,190.0341796875,676.5556640625,45.4892578125,46.7392578125,1066.0751953125,283.068359375,783.0068359375
-59.91000000000012,60.4453125,85.40234375,162.9072265625,650.7119140625,52.171875,92.853515625,1104.4921875,275.5244140625,828.9677734375
-59.90000000000012,59.1298828125,67.673828125,132.2177734375,504.5546875,64.6337890625,118.498046875,946.7080078125,255.9814453125,690.7265625
-59.89000000000012,54.9853515625,66.4521484375,164.232421875,483.482421875,77.2041015625,87.640625,933.9970703125,296.421875,637.5751953125
-59.88000000000012,57.6494140625,67.7529296875,179.4716796875,583.716796875,50.552734375,87.4150390625,1026.55859375,287.673828125,738.884765625
-59.870000000000125,73.8232421875,66.5625,190.98828125,599.2900390625,45.6298828125,150.3623046875,1126.65625,310.44140625,816.21484375
-59.86000000000013,46.98828125,102.986328125,172.943359375,564.11328125,44.9541015625,110.7607421875,1042.74609375,264.8857421875,777.8603515625
-59.85000000000013,66.90625,69.0732421875,191.85546875,477.95703125,78.9111328125,103.189453125,987.892578125,337.6728515625,650.2197265625
-59.84000000000013,55.640625,88.2265625,222.58984375,414.7548828125,58.943359375,116.822265625,956.9775390625,337.173828125,619.8037109375
-59.83000000000013,58.9404296875,52.537109375,209.5068359375,374.248046875,62.4228515625,95.1689453125,852.82421875,330.8701171875,521.9541015625
-59.820000000000135,54.3388671875,62.095703125,168.5751953125,580.9833984375,62.740234375,112.8828125,1041.6162109375,285.654296875,755.9619140625
-59.81000000000014,50.2470703125,49.408203125,189.9033203125,696.796875,55.78125,85.44921875,1127.5859375,295.931640625,831.654296875
-59.80000000000014,58.5986328125,91.5810546875,121.341796875,567.5654296875,57.9404296875,109.8984375,1006.92578125,237.880859375,769.044921875
-59.79000000000014,63.7236328125,62.296875,232.044921875,664.2255859375,57.16212330610537,47.7724609375,1127.2255998686053,352.9306779936054,774.294921875
-59.78000000000014,54.6865234375,52.7041015625,163.6884765625,533.1787109375,63.15858216091799,114.1171875,981.533582160918,281.533582160918,700.0
-59.770000000000145,51.775390625,65.984375,202.7177734375,588.716796875,49.298828125,102.197265625,1060.6904296875,303.7919921875,756.8984375
-59.76000000000015,70.787109375,49.302734375,184.189453125,329.921875,62.3212890625,155.0654296875,851.587890625,317.2978515625,534.2900390625
-59.75000000000015,60.9521484375,91.3330078125,168.27734375,511.771484375,80.125,106.875,1019.333984375,309.3544921875,709.9794921875
-59.74000000000015,52.4306640625,76.537109375,177.8525390625,461.541015625,58.9345703125,75.3212890625,902.6171875,289.2177734375,613.3994140625
-59.73000000000015,39.7109375,88.8095703125,159.697265625,504.6943359375,74.4306640625,92.9853515625,960.328125,273.8388671875,686.4892578125
-59.720000000000155,50.9619140625,52.00390625,204.865234375,568.708984375,54.0771484375,70.6142578125,1001.2314453125,309.904296875,691.3271484375
-59.71000000000016,56.380859375,75.4970703125,196.0810546875,601.6328125,41.37109375,93.7880859375,1064.7509765625,293.8330078125,770.91796875
-59.70000000000016,45.96484375,91.9619140625,228.04296875,623.2587890625,61.591796875,86.6318359375,1137.4521484375,335.599609375,801.8525390625
-59.69000000000016,63.189453125,78.8623046875,166.4755859375,543.2998046875,88.6142578125,99.0751953125,1039.5166015625,318.279296875,721.2373046875
-59.68000000000016,59.865234375,78.62109375,158.095703125,567.4365234375,76.69921875,102.693359375,1043.4111328125,294.66015625,748.7509765625
-59.670000000000165,67.6318359375,76.28125,220.19140625,639.6943359375,51.9331658252448,113.736328125,1169.4683220752447,339.7564080127448,829.7119140625
-59.66000000000017,65.3076171875,64.5302734375,217.53515625,619.0751953125,73.865234375,68.1396484375,1108.453125,356.7080078125,751.7451171875
-59.65000000000017,73.4892578125,84.9130859375,226.236328125,489.095703125,85.2119140625,106.9365234375,1065.8828125,384.9375,680.9453125
-59.64000000000017,70.6953125,67.6162109375,166.673828125,545.5107421875,58.701171875,109.65234375,1018.849609375,296.0703125,722.779296875
-59.63000000000017,47.7646484375,64.7470703125,165.3017578125,670.4189453125,67.0244140625,116.3740234375,1131.630859375,280.0908203125,851.5400390625
-59.620000000000175,75.875,78.55078125,190.912109375,553.7109375,72.3505859375,93.4599609375,1064.859375,339.1376953125,725.7216796875
-59.61000000000018,55.091796875,63.0302734375,172.6259765625,588.921875,61.14771509223239,80.2138671875,1021.0315041547324,288.8654885297324,732.166015625
-59.60000000000018,46.7001953125,48.26171875,214.1455078125,664.830078125,55.3173828125,85.552734375,1114.8076171875,316.1630859375,798.64453125
-59.59000000000018,52.548828125,109.5703125,170.0546875,594.533203125,58.9580078125,114.228515625,1099.8935546875,281.5615234375,818.33203125
-59.58000000000018,48.03125,77.1416015625,182.052734375,440.66796875,39.650390625,58.20703125,845.7509765625,269.734375,576.0166015625
-59.570000000000185,51.6875,114.421875,173.005859375,557.623046875,53.6904296875,70.8623046875,1021.291015625,278.3837890625,742.9072265625
-59.56000000000019,83.2099609375,101.0947265625,194.7041015625,575.107421875,87.96875,86.2880859375,1128.373046875,365.8828125,762.490234375
-59.55000000000019,56.3115234375,65.4921875,191.4609375,449.3642578125,55.076171875,61.3369140625,879.0419921875,302.8486328125,576.193359375
-59.54000000000019,71.123046875,137.951171875,204.9638671875,477.7216796875,60.345703125,50.8330078125,1002.9384765625,336.4326171875,666.505859375
-59.53000000000019,52.30859375,96.701171875,206.861328125,501.6982421875,65.1396484375,91.755859375,1014.46484375,324.3095703125,690.1552734375
-59.520000000000195,68.849609375,57.9580078125,204.5986328125,565.298828125,60.3076171875,64.126953125,1021.1396484375,333.755859375,687.3837890625
-59.5100000000002,46.0556640625,73.923828125,196.3955078125,464.9130859375,49.125,79.8623046875,910.275390625,291.576171875,618.69921875
-59.5000000000002,57.650390625,55.2607421875,172.8779296875,529.6748046875,74.208984375,89.4716796875,979.14453125,304.7373046875,674.4072265625
-59.4900000000002,78.041015625,66.359375,179.341796875,569.09375,69.046875,72.6220703125,1034.5048828125,326.4296875,708.0751953125
-59.4800000000002,57.9990234375,93.0224609375,185.34375,545.8583984375,75.12109375,91.693359375,1049.0380859375,318.4638671875,730.57421875
-59.470000000000205,61.7685546875,70.2783203125,198.4462890625,450.8896484375,37.7490234375,56.2119140625,875.34375,297.9638671875,577.3798828125
-59.46000000000021,69.3037109375,69.1220703125,176.0625,522.9951171875,73.8359375,52.6748046875,963.994140625,319.2021484375,644.7919921875
-59.45000000000021,66.3408203125,93.03515625,198.6591796875,423.3291015625,63.4912109375,87.568359375,932.423828125,328.4912109375,603.9326171875
-59.44000000000021,68.1171875,87.486328125,174.109375,376.1689453125,52.9951171875,117.580078125,876.45703125,295.2216796875,581.2353515625
-59.43000000000021,63.99609375,79.5595703125,237.96875,540.8818359375,69.2431640625,116.8935546875,1108.54296875,371.2080078125,737.3349609375
-59.420000000000215,45.1845703125,85.919921875,194.603515625,484.318359375,60.1728515625,106.96875,977.16796875,299.9609375,677.20703125
-59.41000000000022,38.6533203125,81.2587890625,206.5615234375,612.1015625,66.0126953125,129.0166015625,1133.6044921875,311.2275390625,822.376953125
-59.40000000000022,47.357421875,57.208984375,198.3291015625,540.2578125,50.3466796875,123.298828125,1016.798828125,296.033203125,720.765625
-59.39000000000022,55.908203125,108.375,215.1904296875,470.6796875,56.0009765625,112.1044921875,1018.2587890625,327.099609375,691.1591796875
-59.38000000000022,62.15625,78.578125,144.697265625,452.4619140625,80.76171875,74.630859375,893.2861328125,287.615234375,605.6708984375
-59.370000000000225,75.716796875,73.26171875,188.25390625,612.56640625,63.283203125,86.677734375,1099.759765625,327.25390625,772.505859375
-59.36000000000023,58.4482421875,75.5576171875,216.7265625,508.7177734375,40.76171875,75.515625,975.7275390625,315.9365234375,659.791015625
-59.35000000000023,67.1943359375,38.015625,169.966796875,514.9375,61.9794921875,118.9775390625,971.0712890625,299.140625,671.9306640625
-59.34000000000023,70.9921875,68.046875,197.775390625,443.203125,47.0078125,76.8056640625,903.8310546875,315.775390625,588.0556640625
-59.33000000000023,63.6767578125,48.078125,170.166015625,393.2822265625,64.03125,97.642578125,836.876953125,297.8740234375,539.0029296875
-59.320000000000235,47.8564453125,60.4033203125,183.5986328125,472.5419921875,65.923828125,94.921875,925.24609375,297.37890625,627.8671875
-59.31000000000024,42.00390625,68.96875,171.8486328125,553.0966796875,59.767578125,83.84765625,979.533203125,273.6201171875,705.9130859375
-59.30000000000024,48.6103515625,64.7900390625,203.4189453125,567.205078125,62.833984375,79.2578125,1026.1162109375,314.86328125,711.2529296875
-59.29000000000024,59.09765625,51.0869140625,167.5517578125,474.60546875,61.0673828125,97.267578125,910.6767578125,287.716796875,622.9599609375
-59.28000000000024,73.619140625,84.4306640625,226.3818359375,561.677734375,66.146484375,124.3466796875,1136.6025390625,366.1474609375,770.455078125
-59.270000000000245,53.916015625,88.814453125,121.4326171875,609.2470703125,62.71484375,93.71875,1029.84375,238.0634765625,791.7802734375
-59.26000000000025,60.373046875,66.97265625,184.65234375,485.0791015625,41.2451171875,92.009765625,930.33203125,286.2705078125,644.0615234375
-59.25000000000025,67.306640625,67.646484375,169.1533203125,532.75,66.7763671875,78.33984375,981.97265625,303.236328125,678.736328125
-59.24000000000025,68.5234375,65.9990234375,182.9609375,427.6220703125,60.94318721817474,85.6904296875,891.7390856556748,312.4275622181747,579.3115234375
-59.23000000000025,55.091796875,72.3896484375,177.2421875,434.3525390625,45.609375,80.6611328125,865.3466796875,277.943359375,587.4033203125
-59.220000000000255,69.3525390625,106.8837890625,211.9912109375,481.19140625,53.3740234375,102.0537109375,1024.8466796875,334.7177734375,690.12890625
-59.21000000000026,60.0908203125,95.7021484375,158.6103515625,565.98828125,49.3330078125,78.5224609375,1008.2470703125,268.0341796875,740.212890625
-59.20000000000026,54.1044921875,73.7412109375,143.1494140625,528.59765625,49.490234375,100.2666015625,949.349609375,246.744140625,702.60546875
-59.19000000000026,57.5625,89.4560546875,229.658203125,643.3759765625,60.8671875,70.25,1151.169921875,348.087890625,803.08203125
-59.18000000000026,63.1728515625,101.654296875,193.8779296875,604.4287109375,55.396484375,95.1630859375,1113.693359375,312.447265625,801.24609375
-59.170000000000265,51.962890625,90.525390625,152.5712890625,588.556640625,49.123046875,105.0966796875,1037.8359375,253.6572265625,784.1787109375
-59.16000000000027,57.619140625,93.02734375,193.1376953125,418.576171875,70.92258546110756,105.517578125,938.8005151486076,321.6794213986076,617.12109375
-59.15000000000027,60.1748046875,98.984375,186.2890625,345.9130859375,66.724609375,149.5751953125,907.6611328125,313.1884765625,594.47265625
-59.14000000000027,65.2470703125,83.365234375,201.22265625,518.16796875,64.6142578125,82.9638671875,1015.5810546875,331.083984375,684.4970703125
-59.13000000000027,47.4169921875,55.166015625,159.8369140625,467.720703125,70.390625,125.53125,926.0625,277.64453125,648.41796875
-59.120000000000275,48.3603515625,74.82421875,161.1806640625,615.013671875,63.4833984375,60.720703125,1023.5830078125,273.0244140625,750.55859375
-59.11000000000028,53.974609375,76.9794921875,208.3369140625,583.205078125,52.3935546875,67.5927734375,1042.482421875,314.705078125,727.77734375
-59.10000000000028,84.7822265625,52.318359375,209.6904296875,688.7431640625,49.5947265625,108.6650390625,1193.7939453125,344.0673828125,849.7265625
-59.09000000000028,52.0537109375,59.208984375,171.361328125,619.904296875,54.57421875,94.490234375,1051.5927734375,277.9892578125,773.603515625
-59.08000000000028,59.9853515625,94.6572265625,135.6650390625,663.17578125,68.00427917310486,80.3134765625,1101.8011541731048,263.65466979810486,838.146484375
-59.070000000000285,62.138671875,88.4921875,181.3369140625,562.7236328125,51.0546875,116.166015625,1061.912109375,294.5302734375,767.3818359375
-59.06000000000029,41.0830078125,128.41015625,216.875,468.916015625,45.9482421875,129.9609375,1031.193359375,303.90625,727.287109375
-59.05000000000029,57.5927734375,46.8779296875,183.60546875,682.2119140625,62.3251953125,84.396484375,1117.009765625,303.5234375,813.486328125
-59.04000000000029,58.34765625,100.462890625,151.2568359375,540.4462890625,58.658203125,101.474609375,1010.646484375,268.2626953125,742.3837890625
-59.03000000000029,51.40234375,57.46484375,151.23828125,658.2216796875,37.0,104.013671875,1059.3408203125,239.640625,819.7001953125
-59.020000000000294,65.861328125,56.15234375,166.318359375,592.5537109375,68.314453125,89.6201171875,1038.8203125,300.494140625,738.326171875
-59.010000000000296,51.017578125,72.703125,174.1318359375,503.74609375,58.498046875,93.0048828125,953.1015625,283.6474609375,669.4541015625
-59.0000000000003,70.6171875,85.173828125,152.021484375,522.78125,39.3759765625,55.98046875,925.9501953125,262.0146484375,663.935546875
-58.9900000000003,72.03515625,64.478515625,141.689453125,656.1865234375,83.544921875,117.1279296875,1135.0625,297.26953125,837.79296875
-58.9800000000003,44.533203125,108.7236328125,175.0556640625,530.52734375,55.6572265625,84.3681640625,998.865234375,275.24609375,723.619140625
-58.970000000000304,59.91796875,84.9365234375,221.4072265625,559.3447265625,53.89453125,68.666015625,1048.1669921875,335.2197265625,712.947265625
-58.960000000000306,51.880859375,61.8974609375,218.81640625,602.5234375,66.09160093601967,108.7001953125,1109.9099603110196,336.7888665610197,773.12109375
-58.95000000000031,66.6806640625,58.5908203125,161.1669921875,620.2568359375,56.48848572333026,68.2646484375,1031.4484466608303,284.33614197333026,747.1123046875
-58.94000000000031,56.41015625,79.9619140625,175.2509765625,698.97265625,74.1083984375,89.4765625,1174.1806640625,305.76953125,868.4111328125
-58.93000000000031,50.3291015625,67.1416015625,176.6533203125,543.69921875,58.88671875,93.5673828125,990.27734375,285.869140625,704.408203125
-58.920000000000314,75.4599609375,94.837890625,204.4521484375,513.302734375,56.03125,94.7470703125,1038.8310546875,335.943359375,702.8876953125
-58.910000000000316,55.0576171875,82.935546875,155.900390625,683.3603515625,54.158203125,104.2373046875,1135.6494140625,265.1162109375,870.533203125
-58.90000000000032,74.5244140625,85.65625,218.6962890625,441.64453125,53.3359375,71.369140625,945.2265625,346.556640625,598.669921875
-58.89000000000032,48.732421875,60.5341796875,177.841796875,447.8369140625,53.19921875,90.580078125,878.724609375,279.7734375,598.951171875
-58.88000000000032,65.1337890625,72.5302734375,232.6357421875,436.72265625,74.4169921875,75.9697265625,957.4091796875,372.1865234375,585.22265625
-58.870000000000324,76.6142578125,88.7900390625,167.216796875,516.681640625,79.189453125,93.5546875,1022.046875,323.0205078125,699.0263671875
-58.860000000000326,52.0576171875,61.3408203125,194.7333984375,601.9794921875,67.8857421875,85.263671875,1063.2607421875,314.6767578125,748.583984375
-58.85000000000033,76.9921875,64.6083984375,176.068359375,527.1552734375,82.212890625,63.7041015625,990.7412109375,335.2734375,655.4677734375
-58.84000000000033,66.7734375,53.43359375,138.0087890625,577.3935546875,52.341796875,83.8974609375,971.8486328125,257.1240234375,714.724609375
-58.83000000000033,62.9287109375,54.603515625,182.845703125,561.736328125,71.658203125,127.1669921875,1060.939453125,317.4326171875,743.5068359375
-58.820000000000334,58.2724609375,90.037109375,226.009765625,586.7353515625,72.1240234375,99.494140625,1132.6728515625,356.40625,776.2666015625
-58.810000000000336,68.26953125,113.01171875,179.6396484375,640.2001953125,68.4140625,76.37890625,1145.9140625,316.3232421875,829.5908203125
-58.80000000000034,79.4462890625,54.0791015625,198.64453125,508.314453125,53.4873046875,74.3935546875,968.365234375,331.578125,636.787109375
-58.79000000000034,67.1611328125,75.5546875,157.912109375,478.287109375,55.48046875,79.646484375,914.0419921875,280.5537109375,633.48828125
-58.78000000000034,57.9248046875,65.677734375,178.091796875,571.6728515625,47.259765625,94.9404296875,1015.5673828125,283.2763671875,732.291015625
-58.770000000000344,65.1953125,65.298828125,184.2119140625,558.986328125,66.9769657321541,82.5751953125,1023.2445438571541,316.3841922946541,706.8603515625
-58.760000000000346,67.5322265625,79.5625,179.5537109375,591.6171875,55.6220703125,66.958984375,1040.8466796875,302.7080078125,738.138671875
-58.75000000000035,54.4775390625,80.564453125,177.7890625,541.6171875,77.9736328125,103.0791015625,1035.5009765625,310.240234375,725.2607421875
-58.74000000000035,38.13671875,56.6005859375,219.46484375,592.7109375,65.212890625,122.0078125,1094.1337890625,322.814453125,771.3193359375
-58.73000000000035,67.5380859375,62.2626953125,183.7158203125,513.349609375,56.609375,64.318359375,947.7939453125,307.86328125,639.9306640625
-58.720000000000354,62.89453125,51.8955078125,218.9052734375,633.248046875,69.0009765625,67.7705078125,1103.71484375,350.80078125,752.9140625
-58.710000000000356,39.615234375,84.91015625,189.833984375,550.2734375,75.0849609375,67.91015625,1007.6279296875,304.5341796875,703.09375
-58.70000000000036,53.4814453125,106.7919921875,184.5322265625,526.083984375,41.1279296875,110.6435546875,1022.6611328125,279.1416015625,743.51953125
-58.69000000000036,59.3271484375,61.8349609375,198.140625,516.98828125,71.0302734375,110.4599609375,1017.78125,328.498046875,689.283203125
-58.68000000000036,59.3076171875,84.568359375,186.4912109375,576.34375,49.787109375,75.2392578125,1031.7373046875,295.5859375,736.1513671875
-58.670000000000364,74.421875,68.03125,235.5009765625,527.849609375,52.6708984375,118.2138671875,1076.6884765625,362.59375,714.0947265625
-58.660000000000366,69.595703125,60.546875,243.5107421875,573.068359375,50.4482421875,114.3427734375,1111.5126953125,363.5546875,747.9580078125
-58.65000000000037,64.4951171875,106.63671875,224.015625,478.83203125,46.3779296875,71.11328125,991.470703125,334.888671875,656.58203125
-58.64000000000037,39.9072265625,67.169921875,145.5087890625,476.0751953125,51.5546875,93.5859375,873.8017578125,236.970703125,636.8310546875
-58.63000000000037,59.74609375,111.4560546875,212.9970703125,538.919921875,71.734375,105.630859375,1100.484375,344.4775390625,756.0068359375
-58.620000000000374,73.3251953125,58.0,213.697265625,624.5302734375,57.4189453125,76.783203125,1103.7548828125,344.44140625,759.3134765625
-58.610000000000376,70.51953125,78.31640625,201.8583984375,536.5390625,48.3935546875,67.6171875,1003.244140625,320.771484375,682.47265625
-58.60000000000038,54.1943359375,98.9345703125,197.7509765625,459.3759765625,58.119140625,123.6435546875,992.0185546875,310.064453125,681.9541015625
-58.59000000000038,50.337890625,67.3359375,184.619140625,613.900390625,55.494140625,108.82421875,1080.51171875,290.451171875,790.060546875
-58.58000000000038,61.837890625,76.3447265625,208.7841796875,524.3076171875,69.072265625,99.1494140625,1039.49609375,339.6943359375,699.8017578125
-58.570000000000384,54.8642578125,88.0361328125,173.9375,588.8896484375,57.9677734375,109.3505859375,1073.0458984375,286.76953125,786.2763671875
-58.560000000000386,68.5634765625,55.580078125,213.634765625,470.2294921875,65.3701171875,87.625,961.0029296875,347.568359375,613.4345703125
-58.55000000000039,54.34765625,81.0673828125,196.5478515625,608.6953125,83.7041015625,86.04296875,1110.4052734375,334.599609375,775.8056640625
-58.54000000000039,57.640625,104.005859375,209.7822265625,582.0712890625,65.16015625,84.8955078125,1103.5556640625,332.5830078125,770.97265625
-58.53000000000039,69.837890625,90.63671875,184.4375,552.9814453125,71.876953125,50.0947265625,1019.865234375,326.15234375,693.712890625
-58.520000000000394,69.853515625,68.0595703125,201.8212890625,570.8076171875,58.8818359375,67.0029296875,1036.4267578125,330.556640625,705.8701171875
-58.510000000000396,67.7138671875,61.380859375,237.154296875,565.025390625,69.4404296875,111.9736328125,1112.6884765625,374.30859375,738.3798828125
-58.5000000000004,59.8466796875,46.388671875,205.759765625,583.86328125,56.7080078125,71.130859375,1023.697265625,322.314453125,701.3828125
-58.4900000000004,65.6787109375,78.755859375,150.04296875,581.296875,45.3447265625,102.076171875,1023.1953125,261.06640625,762.12890625
-58.4800000000004,68.1201171875,81.990234375,181.1240234375,590.904296875,66.794921875,57.8623046875,1046.7958984375,316.0390625,730.7568359375
-58.470000000000404,54.494140625,49.697265625,201.3681640625,559.4931640625,56.8427734375,80.21875,1002.1142578125,312.705078125,689.4091796875
-58.460000000000406,65.986328125,75.8017578125,192.8544921875,573.8232421875,57.5986328125,99.7578125,1065.822265625,316.439453125,749.3828125
