elev_bins,counts_all,smooth_all,counts_strong,smooth_strong,counts_weak,smooth_weak,counts_1,smooth_1,counts_2,smooth_2,counts_3,smooth_3,counts_4,smooth_4,counts_5,smooth_5,counts_6,smooth_6
0.01999999999988244,0.6399340745095924,0.6399340745095924,0.7909122186596211,0.7909122186596211,0.4478592880760073,0.4478592880760073,0.8554974550404141,0.8554974550404141,0.6441058743598118,0.6441058743598118,0.7512648799002216,0.7512648799002216,0.39469328911144524,0.39469328911144524,0.8767100241709823,0.8767100241709823,0.601305493224651,0.601305493224651
0.02999999999988223,0.44876208880916496,0.44876208880916496,0.6047162544330223,0.6047162544330223,0.2503567949550834,0.2503567949550834,0.720671117828251,0.720671117828251,0.4475090039732165,0.4475090039732165,0.5372583685723291,0.5372583685723291,0.1955254683387968,0.1955254683387968,0.7448583539571715,0.7448583539571715,0.4130059092294825,0.4130059092294825
0.03999999999988201,0.30462455140407446,0.30462455140407446,0.43191186105427654,0.43191186105427654,0.14268930604516203,0.14268930604516203,0.5726222818422819,0.5726222818422819,0.2965780515393778,0.2965780515393778,0.3511517166521835,0.3511517166521835,0.10057218179382209,0.10057218179382209,0.597870111501971,0.597870111501971,0.2655669746898023,0.2655669746898023
0.0499999999998818,0.2015763566532339,0.2015763566532339,0.2948899789755726,0.2948899789755726,0.0828625243975073,0.0828625243975073,0.42942977409767336,0.42942977409767336,0.1885783868592982,0.1885783868592982,0.21823207173361253,0.21823207173361253,0.053119949073686,0.053119949073686,0.4514782402650848,0.4514782402650848,0.1721186550814872,0.1721186550814872
0.059999999999881586,0.13089397947549342,0.13089397947549342,0.1961720749928817,0.1961720749928817,0.04784701710964211,0.04784701710964211,0.30900508321086756,0.30900508321086756,0.11707762540463372,0.11707762540463372,0.13225595494626266,0.13225595494626266,0.028508766509365815,0.028508766509365815,0.3261015748543368,0.3261015748543368,0.1054646350426292,0.1054646350426292
0.06999999999988138,0.08407137864230775,0.08407137864230775,0.12795947062049573,0.12795947062049573,0.02823683423758117,0.02823683423758117,0.21391011821969574,0.21391011821969574,0.07138278899686056,0.07138278899686056,0.07938214911680913,0.07938214911680913,0.015701102593691934,0.015701102593691934,0.2265197494110675,0.2265197494110675,0.06703917470284787,0.06703917470284787
0.07999999999988117,0.05352266777942382,0.05352266777942382,0.08266847632413196,0.08266847632413196,0.016443294581565453,0.016443294581565453,0.14460409888700637,0.14460409888700637,0.04392696716684973,0.04392696716684973,0.047918695116959904,0.047918695116959904,0.008646897694921102,0.008646897694921102,0.15273966993865254,0.15273966993865254,0.040030789810152984,0.040030789810152984
0.08999999999988095,0.03409132952658006,0.03409132952658006,0.05313157581209411,0.05313157581209411,0.009868278835886602,0.009868278835886602,0.09533969474851216,0.09533969474851216,0.026622622396137007,0.026622622396137007,0.029331431222930703,0.029331431222930703,0.004984823916483921,0.004984823916483921,0.10132704429255858,0.10132704429255858,0.025029284542038538,0.025029284542038538
0.09999999999988074,0.022015012352657064,0.022015012352657064,0.03469890841427407,0.03469890841427407,0.005878526897120278,0.005878526897120278,0.06320971341315242,0.06320971341315242,0.016064911510569404,0.016064911510569404,0.018513054909950522,0.018513054909950522,0.002906856602536172,0.002906856602536172,0.06766192390470079,0.06766192390470079,0.015111766846606037,0.015111766846606037
0.10999999999988053,0.014467437572329923,0.014467437572329923,0.023000477734225058,0.023000477734225058,0.003611681754477666,0.003611681754477666,0.04232503164644692,0.04232503164644692,0.010035644011562456,0.010035644011562456,0.012150452427476642,0.012150452427476642,0.0017252907236672166,0.0017252907236672166,0.04489227797152885,0.04489227797152885,0.00950831812734337,0.00950831812734337
0.11999999999988031,0.009725710806270452,0.009725710806270452,0.01566863064898857,0.01566863064898857,0.0021651127739639336,0.0021651127739639336,0.029239989746365238,0.029239989746365238,0.006093717439053242,0.006093717439053242,0.008119038434802597,0.008119038434802597,0.0010281861406548597,0.0010281861406548597,0.03078086167120152,0.03078086167120152,0.005671295331307975,0.005671295331307975
0.1299999999998801,0.00682862454087205,0.00682862454087205,0.011188235335355963,0.011188235335355963,0.0012823163848256788,0.0012823163848256788,0.020849473307326196,0.020849473307326196,0.0035489865627210825,0.0035489865627210825,0.005820333330054824,0.005820333330054824,0.0006017227220918651,0.0006017227220918651,0.021922010768223827,0.021922010768223827,0.003452584236262605,0.003452584236262605
0.1399999999998799,0.004937785690500487,0.004937785690500487,0.0082378872530425,0.0082378872530425,0.0007393879263544597,0.0007393879263544597,0.015591951290931093,0.015591951290931093,0.00206123097654311,0.00206123097654311,0.004300981290548969,0.004300981290548969,0.0003541928311889966,0.0003541928311889966,0.015851942582522795,0.015851942582522795,0.001934998845111449,0.001934998845111449
0.14999999999987967,0.0036718278394602144,0.0036718278394602144,0.006242690199860908,0.006242690199860908,0.00040117007900044454,0.00040117007900044454,0.01170616768185546,0.01170616768185546,0.0011513278477266907,0.0011513278477266907,0.003283863408161152,0.003283863408161152,0.0001899324494130975,0.0001899324494130975,0.012026285406924218,0.012026285406924218,0.0010356358863079526,0.0010356358863079526
0.15999999999987946,0.002810674788547908,0.002810674788547908,0.004856315236657403,0.004856315236657403,0.00020820570666484314,0.00020820570666484314,0.009086688043621944,0.009086688043621944,0.0005633356368664749,0.0005633356368664749,0.0025612997244653657,0.0025612997244653657,9.803076988855236e-05,9.803076988855236e-05,0.009349462833968746,0.009349462833968746,0.0005694278866656865,0.0005694278866656865
0.16999999999987925,0.0022062707238199196,0.0022062707238199196,0.0038675740120198217,0.0038675740120198217,9.275637325722681e-05,9.275637325722681e-05,0.007341191474288924,0.007341191474288924,0.0002542781184338013,0.0002542781184338013,0.0020294864298862447,0.0020294864298862447,4.442011096292255e-05,4.442011096292255e-05,0.0073838744364340915,0.0073838744364340915,0.00024643646791870443,0.00024643646791870443
0.17999999999987903,0.001752629680209272,0.001752629680209272,0.0031043116440159814,0.0031043116440159814,3.301638130482282e-05,3.301638130482282e-05,0.005957170279974133,0.005957170279974133,9.042098926806016e-05,9.042098926806016e-05,0.0016093368686089149,0.0016093368686089149,1.5118470399166083e-05,1.5118470399166083e-05,0.005937613903591767,0.005937613903591767,9.193698307896317e-05,9.193698307896317e-05
